,year,pol,sentences,ocr,loss_hmd_distilbert,loss_bnert-time-st-y,loss_bnert-time-y,loss_bnert-time-y_masked_25,loss_bnert-time-y_masked_75
347,1852,lib,"914 ... 545 ••• '.....13 •••antwerp ...... - ... - ••• - ••• •-•memel ...... ... 95 .• • 10 ..• -- ... --- ""• 16amsterdam... 57 ... 2,365 ... -- ... 174 ... oilharlingen .. 116 ... 865 .. ... 128 "".........`""---•• 614..........total ......1,576 .. 8,199 ... 86 ... 930 ..e. 1. is a,the yearly comparison of the weeklyarrivunder:- inge;beasts. sheep. lambs. calm',.. 54,1851 1,789 ••• 6.' 84 •.. 219 ... 660 251850. 1,308 ... 4,879 ... 474 .... 526 •"". 901849..... blb ... 3,661 ... 202 ... 216 ••...1848... 01(1 di d,91.9 ffl 120 ~• 478 ..!consols ••",0.6522,5.198699056962026,5.201084337440022,5.226196577206899,5.045232447109323,4.9851075028768275
348,1809,lib,"imperial paliament.•. . .that return, not' tinding'that a latisraaory increase,had taken place, put a --period to it on the'i6ththe hon. gentleman had 'commented at large orithe mild terms in which. this intimation hid heeil,made: he had read a passage in the lettertrate that assertion, bathe had seleded a porta the'letter which it was, by no means fair to take. inc.dependent of the parts connected with it; he hadjetted a middle passage, and in so doing, had, by nomeans done justice to the whole, 'as if the partsnetied with the passage thus singled out • vvete read •with it, it would",0.6407,54.200419911122374,48.96236822657954,46.714682404314225,47.28531307010612,47.08300093928706
349,1841,con,"johnevans, beaumaris, to miss jane williams borthyn,ruthin, formerly of carnarvon.same day, at st. mary's church, prescot, by the rev. mr.duffield, vicar, james galloway, esq., solicitor, to ann,youngest daughter of anthony ducker, esq., all of prescot.died.on the 3lst ult., at his residence, bennet-street, aged 3g, years,william mackintosh, m.d.on the 4th instant, at the golden-cross, london-road, 11r.william smith, innkeeper, aged 50.on the 6th instant, aged 27, mr. joseph slater, solicitor,wigan.same day, mr. john tyrer.on the bth instant, aged 44, mr. william peet, of ashton,near warrington.same day, at his mother's residence, in st. james's-street. mr.robt. e. nugent, aged 19, student of medicine, son",0.8723,4.0435990061394165,4.147482172980604,4.05246561618348,3.6886381334510383,3.6631092418399698
350,1812,lib,"seeds.red clover ( foreign) - - sos. 112 s. to z ras. cwt.ditto english - . &•s..to 12,65.wl:ite ditto .. - - • loos. to 15os. do. •rye-grass - . ... - 3os:to 455. . quarter.turnip, white - - z 6s. od. to 2.35. bush.red and green - - loi. od. to 3os.white mustard seed - 245. od. to 355. od.brown ditto - - ilos• od. to 4ss. od. do.carraway seeds - - 655. od. to 70s. odcoriander do, . -35 s .d. to 4 ,s.cinque foin . - -56 s 'od. to 65's. per qr.trefoil - - • -",0.6578,22.377725840190436,21.327667809430544,21.29932809905714,23.031569327586016,23.707337452954594
351,1844,lib,"of thesereductions, is, by means of a reduction of duties, to.encourage french ships to import direct into francefrom india and other countries beyond europe, cer-tain heavy articles intended to be manufactured inthis country, such as panes, bamboos, mo-her-of-pearl;tin ore, imported from hindustan and the sundaislands, nitrate of soda coming from south america,and especially from chili ; camphor, medicinal fruit's,carthamum, balsam of copaiha, and several other prd-ductions.of the island. and continent of america, andbrass, which generally comes to us from the north ofeurope, but which a better-arranged tax would allowus to comprise among our exchanges with more dis-tant countries. a diminution",0.8862,5.295712523389669,5.1277344783044345,5.087617855622265,5.161817557639624,5.205455437000145
352,1830,lib,"regtsterit ; in order to remedy this in.converdeoce, we propose that any judge of the su-perior courts at westmintiter should be empoweredin a summary way, upott an application from anyparty interested in a deed, to compel the registra.tine of it.in the cases in which a contract is to be collectedfrom a series of letters or papers, of which someonly may be in the howls of :the .party who maywish to register it, whilethu other party may refuseeither to concur in the regituraion, or to execute acaveat, the benefits of the register may always beobtained by filing a bill to enforce",0.809,19.289448730584827,19.52250900085631,19.69406095219877,19.97566818524961,20.18343200489837
353,1835,con,"men, that wouldcope with his antagonists. these facts may serve as a guide tomy fellow-countrymen, and place them on their guard. further,the pay of it private of cavalry is is. 4d. per day, is. 3d. of whichhas been paid; and that of sergeant 2s. dd., of which 2s. 2d.uuly'has been paid and if any inquiry is made for what put'prise this is deducted the answer is, i cannot tell.""i rcilein, sir, your obedient servant,john gregson,late sergeant of the ist queen's royal lancersbritish legion.. . •",0.8981,8.14817759568428,8.007772449935526,7.817039367111067,8.077044082880118,8.1498853876457
354,1841,con,"a holiday at the rock, which isone of the most delightful and salubrious retreats within ashort distance of this great emporium of commerce ; and thecompletion of the structure is looked forward to as a new andimportant advantage to the residents, and an additionalinducement to others to seek health and retirement in thatrapidly-improving locality. within little more than twelvemonths from eighteen to twenty villas and houses have beenadded to the number before built, and a still greater accessionis anticipated in the current year.tradesmen's conservative association.on tuesday evening, the members of this association heldtheir second quarterly meeting in the large room",0.98,3.483318677145712,3.420089056646554,3.3926659550238605,3.2487001482939384,3.2813504874646977
355,1850,con,"second edition of 11;1';house of lords lts.,t;t!their lordships met at four o'clock, 11,was given by commission to five bills: ‘.bin the. nt,tllllu [9,nny rne marine x."";;;w1"";metropolitan carriages bill, and then', ng?bill. the commissioners were lord '1;0'bury and the earl of carlisle.—onville, the order for calling to thein_ rdbar'f„^,the committee of the waterford,dublin railway company, was discharossti,""ige'• lord brougham, who explained the rile •sdicthe trurees' bill and the masters jiulheiwere severally read the second time.---ipa little before seven. the gr,house of commons—on the motion of mr. tufnell, a ne,o,,;dthe borough of totness in the room ef.i`ovneraccepted the office of chief commisliv,lwoods",0.6383,42.073547671850754,45.322222445215594,45.639207661630394,42.79903274556473,42.861547763643436
356,1805,none,"la broffe ? infuch a predicament, what ought m. la brae to do ?why, like a good chriflian, who did not with to vio.late the sabbath, nor to break through the lath ordi-nance of the decalogue, he came to anchor offcrump's hill. the lord high admiral, with hislady, we are well affured, were on board. theyrept at hampton on monday night. oue report is,that they have both returned to baltimore; anotherthat they are (till at hampton, and a third that fhehas returned to her father, and that he has re•em-hahked in the frigate ; the captain of which is re-folved",0.8622,19.924616863535718,17.198852600964944,16.680270725590127,17.082909150719228,17.85866326691156
357,1833,lib,"into the conception of any man on thecontinent, it is high time that we should endea-vour to free ourselves from the reproach of havinga nation of peasant-beggars, the most miserable ofall the nations of europe. if you enter the houseof a german peasant, you every where see substan-tial comforts; in ireland, the cabin is worse thanthe wig-wam of the savage.—morning chronicle.the necessity of some provision for the poor ofireland, not dependent on the caprice of individualcharity, or on the compunction of those throughwhose selfishness and cupidity the numbers of theirish poor have been so greatly multiplied, and theirsufferings so grievously",0.9505,5.04610641304784,4.744469653268299,4.741267261891428,5.018056524412057,4.991704113132576
358,1846,lib,"this country to meet thedemand fur food. the increase in the population is admitte&to be from three to four hundred thousand a year, and the ratio,of that inereae, i may say, increases every year.—(heat.)although the application of capital to land—although the in-creased skill of the farmer—skill which he applies admirably—although these things have tended greatly to increase thequantity of corn produced in this country, so far as to meet in;a certain degree the increase in the population, it is a remark-able circumstance, that during the last few years, althoughprices have not been,high there has been a regular importation.for consumption of",0.9387,9.384543038176048,9.139602738580459,8.819056842497242,8.523938782329013,8.488903596915485
359,1827,lib,"wednesday evening, january 31, 1827.no. 10,731.panoramas, 16, old bond-street.this exhibition,' containing the princi-pal towns of a great part of europe, via.:.—moscow, with 300 churches, taken from the highest steeple inthe kremlin—peterkurgh, in winter—the field of waterloo--the sound—a view of hanover—the coronation of the kingcharles x. of france—the st. stephan church in vienna, withprocession—a view in switzerland—all sketched after nature,and painted by mr. suhr, of hamburgh.open from ten in the morning till nine in the evening.-admittance, two shillings—half-price for children.heap winter clothing for cha-rities.—stoitt knit shetland stockings of all eizee,7s. 6d., 9a. and 12s. gd. per dozen; lambs' wool and worsted,1",0.9077,12.69507330242599,12.364670161912871,11.654360132926417,12.885154199348408,13.051853431395852
360,1847,lib,"and the town clerk of manchester, withmr milner gibson, m.p., and mr. mark philips, m.p., hadan interview with sir george grey yesterday at the homeoffice.the commissioners of metropolitan improvements had ameeting yesterday at the office of her majesty's woods andforests, in whitehall place. there were present viscountmorpeth, sir robert inglis, sir charles lemon, the hon. c.gore, and mr. a. milne. _ _a deputation from the rectifying distillers, consisting ofmessrs. nicholson, seager, grimble, and nimmo, had aninterview with the chancellor of the exchequer yesterday,at his official residence indowning-street.a deputation from the manchester and southampton rail-way company, consisting of lord duncannon, m.p.,",0.914,2.3848447046938563,2.1073291710948507,2.1297630112197705,2.058708777043696,2.0683097288166725
361,1862,lib,"la'ay.-------- _closingshare railways. paid. price. business done100— atlantic &st lawrence all 64 68stk (bom. barodait.cent ind 100 102 103gu: 5 per cent. . .....205 buffalo and laxelluron all 6 65 1201 do. new10 do. preference . all 85 9100 ibuffalo,brant&godric.la6p. et. bds. aug. 1, 1872 100 83 861, •1.00 do. do. july 1, 1873 100 si 84100 do. do. jun.:, 1, 1871 100 80 835 clcutta.&s.eastn.( li:, ) all 5 61all cape town & dock serif 20 205 21. 205 i175 demerara.. ....... ~... allstock leastn. bengal go. ip. c 100 102 103stock 'east indian, gu. sp. c. 100 1034",0.8447,12.595030194336164,12.241269093958948,12.344796216949826,11.400986038527703,11.508321837145685
362,1833,lib,"by the same author',the domestic manners of the americans,fourth edition. 2 vole. post bvo. with 24 plates, 21s.the second edition, with several beautiful wood en-gravings and a coloured frontispiece. foolscap bvo.,6s. 6d. in cloth lettered,the conchologist's compa-nion.by mary roberts.author of "" select female biography,"" &c."" there is a beautiful simplicity combined with a verystriking degree of vividness of expression in this littlevolume, which are well calculated to lead the young mindto the charming pursuit of conchology.""—monthly re-view, november.by the same author,wonders of the vegetable kingdom.second edition, 12m0., 6s."" this is a very elegant and interesting introduction tobotanical science, better adapted",0.9508,4.029400598386941,4.018085727680489,4.056125236812435,3.900281841729482,3.885915842280632
363,1865,lib,"ss t) 1 friday (of)1000 to 80 joo3 3) 2jo t, 6 lean ft)14 to i mater to me 40 to 1 „vr (off)drake (t) 60 to 1 -. ba edmond106 to 6 scheldt (oe) fo20 to 1 atoms (mi) 600 to so hollyfor (irak24 to 1 tkemander(of. • ton. t,t 16 to 1)000dwc5 to 1 on the field km8 to 1 apt gladattear (el)161) cup.11000 to 0 apt ilogytozooze.i,adlatenr fall)2 to l mph",0.538,115.58775681689379,101.37431076962903,102.18966811053679,104.85294068639996,104.4717024212016
364,1856,lib,"!a w intelligence.—march 4.house of lords.preston v. the liverpool, 11anchester, and nm'castle-upon-tyne junction railway.tbe ques.ion in this case wa., whether there was angreelnent to pay mr. pre: ton 1,0001. for taking a por-n nf his lands for railway purposes, and to pay mtnsn 4,0001. for injury done to his residence by the rail-,vay passing through his lands ; or whether the railway,:nnuany had entered intoan agreement to pay mr. pres-on 5.0001., in the event of the coit!any obtaining an actpat liament, and the company not requiring to take<i•; lands, in consideration uf mr. preston withdrawingis op,ition to the company obtaining",0.8118,13.754539086802309,13.472747038605705,13.422397700601113,13.157316190616102,12.989598254227738
365,1847,lib,"hoped the and have produced an effect. he lamented, as he believedhonourable member for montrose would feel satisfied they must all lament, that the independence of polandwith the strong expression of feeling which his resolution had had ceased. he reopened the downfall of polandcalled forth, aiti:.= his motion to a division in which as an independent state, and chiefly' because he cen-se many who s • with him would be compelled to sidered that it was to the interest of england that shevote against it.t eari, beer.) should have continued to exist as an independent power.mr. w. s. o'brit-.n belonged",0.7856,18.389500569459862,17.353998597400558,17.460792405412985,17.765943439977885,17.822640025044564
366,1855,lib,"be onwidared se ile senvoseel the dellsedass •el omagh. i taloa a mete' weef the ramie 1111 lbs gamin of y.wq, width i will laywere my leaned loafers to die /wain court.oa the ratan of os loused wass. he said tic *airwhich bad been giros sad ia thiel *aka he felly eareland. was, lbst the dekedses was est liable oar die twill-geese of ile of mom, as tie milli of iliaas.. bad est bees epee. is weld my isthat print; bat the t was riser seta verdict was shad mined fee the na thejury idylsrgel14 i ebserred that he fall",0.5023,217.37629798765158,212.86459544821287,214.3030445789458,206.72520119544077,204.369786178611
367,1835,lib,"the town was very generally and most briliantly illumi-nated in the evening.earl and countess howe and viscount curzon left thismmning, for their estate, penn, near beaconsfield. hislordship will return to-n.orrow.earl brownlow left yesterday for his residence in delgrayo-synare.'to-morrow the installation of prince george of cambridgewili take place in st. george's chapel, where great prepara-tions have been made. in the evening there will be a gram!.dinner in st. george's hall, and afterwards an assembly atthe castle.liverpool cotton market, aug. la—thegeneral tininess %%lila prevails in the market does not appeartti za.ot prices, which maintain the quotations of saturdaylist—_j,9oo american have been sold",0.9022,10.692844561886425,9.962866600292967,10.0234380643362,10.172881603720246,10.308624461169087
368,1826,lib,"real object.tthis is nothing morbei4etvmeredolcetcsiuisapccii°rcsieliss.etod::eicetsoirnwahliiic:lrletiheru'icountry before the harvestinformationfr(i eonor that, from this cause, or the occurrence of a badharvest seasoni corn may rise to a famine price, or toa price which, from the altered value of the currency,might be productive of consequences as serious, thegovernment should be in possession of authority fromparliament, to admit a limited quant4tof foreign corn,to meet the exigency which might arise, and which mea-sure they must, on such an exigency; resort to on theirown authority.that no unreasonable power is here demanded isevident. on the contrary, the' government' proposeto parliament to enact 'a specified' limitation to thequantity",0.8116,258.313372392919,250.12641682783214,253.06975955974724,239.17346030672056,240.93992174572762
369,1846,lib,"f•-:"" 4 irish. there are 15 english regiments of14111;114i ht]. scotch, and 1 irish ; and 5 of the englishth et il. sidls.at hqatuisty will hold a chapter of the order ofpalti,'4;:tattwlov..in,d,sor castle, on monday, the 19th instant,1.11,41444kt', ldeloc'ewkic a precipice.—one of thoset:altiltet°,?: accidents which of late years have been of ratherht7telltrence among the soldiers stationed in our in-k ays,eks, took place on the evening of wednesdayin-k '92a rting man of the name of kerr, who lately.denlisted4frsei eglment, friendstd here, had been ulgi1' tb.'y with his in town in the festivities cornt%tlike aresa2°n, and returned to the castle about tattoof",0.6284,56.673611283335795,55.48444941841813,54.63320361938148,56.18842878147354,55.56618246369101
370,1865,lib,"this may be taken as a proof that there isnot always so much discernment and judgment tobe found in large numbers as some suppose, andthat it is not always those who make the most pro-fessions and gain the applause of the multitude whoare the most brilliant or the most useful in theirvocation or in the practical workings of every-daylife. mr. hare's scheme will, no doubt, provebetter as a theory than a realitythe improvement in the health of our anglo-indian troops is a matter for general congratula-tion. all whose friends and relatives were liable torisk the perils of a residence in",0.9756,4.065147247036692,3.8476016953789567,3.7964580378487285,3.6669671267452095,3.6579779584201884
371,1832,lib,"prices of irish stocks, dublin, sept. 4.bank suyast. patriot insur.(pet share) --consols, 3 net centgov. stock, 3 per cent 90%ditto, newper cent;ov. deb. percent b3royal canal stock -grand canal stockcity deb. 4 per cent.ballast office deb. 4 d. c. -royal irish dittonational dittopatriotic ditto ........hibernian bank ... ........provincial dittoroyal irish mineimperial mine:mining co. of irelandcommercial buildings •-•arrived. due. larrived. due.o america 0 i 0 hamburg .....•""•"".• 1o brazilo buenos ayres 0 0 jamaica ...... .......... 0o carthagena 0 0 leeward ....... ... 01 dublin 0 0 lisbon 01 flanders 0 0 malta ... 01 france. .......... ....... 0 0 sweden",0.7998,21.038885451632705,20.173689843844205,19.881984954403404,19.29989120203049,19.509420200815974
372,1844,lib,"magistrate, and was committed to take his trial at thiscourt. there was a witness in the case, but when calledhe was not forthcoming.mr. doane said that the captain acted as he did underthe impression that the boy was feigning illness, in orderthat he might not work, and the boy admitted that thecaptain was very kind before the assault occurred. thecaptain was willing to make him some compensation.the recorder thought that would be the best wayto settle the matter. the boy had acted in a manly,straightforward wanner in not submitting to be treatedunjustly ; but the court was willing to believe",0.9716,3.15812356174229,3.025876319019263,3.084692477198683,2.9779326542165654,2.9911882009132436
373,1852,lib,"place. the start was extremely even, but wassucceeded by coombes taking a slight lead, which he in-creased foot by foot at intervals throughout, winning byabout two clear lengths, notwithstanding chandler's verymanly endeavours to change the fortune of the day.manchester unity of odd fellows. themembers of the st. thomas's lodge of the independent orderof odd fellows, having for some time intended to present atestimonial to brother wm. henry grosch, secretary to thelodge, last evening was appointed for the "" presentation sup-per, ' which was given at brother booth's, the white horsetavern, north-street, fitzroy-square. there was a veryfull attendance of the """,0.8435,6.478554222595354,6.109522784913579,5.970306336617283,5.7560208170512865,5.810237116143164
374,1813,con,"london markets.corn-txchange, monday, august ?.our market was largely supplied witl► wheat from kent, essex,and suffolk, and equal quality was tendered at a reduction of 44.per qr. and but few sales %ere effected at that decline, consequentlya considerable quantity remains *indisposed of, and the inferiorqualities are unsaleable. beans are dull sale, and full ‘2p • per qr.lower than on last monday. the price of barley continues nomi-nal. malt, dull sale, and rather cheaper. in other articles noalteration.a. @-whrat go a 100 white peasemine ditto .. 11; a i.lii gr.,. peaselt%ebarley a 51 ticksmaltp. s.in a 9:i4 a 7670 a 74711 a",0.7052,12.558235590953323,12.759478709558522,12.654350391088657,9.789272989835865,9.816236774953085
375,1848,lib,"say thatballcting is un-english—when those who resort to theballot-box in order to shield themselves from a passing frown—oppose the ballot on the ground that it is un-english--when it is asked as a protection to the former, not merelyagainst the frown, but the tyranny of his landlord—l saythat such a course is preposterous. something has been saidby the prime minister about preferring one year to threeyears for the duration of parliaments. now, i think i couldsuggest an improvement upon both. it you adopted thesystem which prevails in municipal bodies, of letting allserve for three years, and one-third go out every year,",0.9475,9.060773196918307,8.952251113011057,8.84068360380396,9.176498617142482,9.154303532279144
376,1846,lib,"of the village. the headof the first figure was carved in wood, and its dress closelyresembled that worn by captain fitzroy when he visitednelson. the other figures more approached caricatures,but the dresses were in keeping with their respectivecallings.""malta.april assasstrrs of siz lawrence jones.—letters from aidin of the 23d march say :—"" the authors ofthe murder which was committed two months since in theenvirons of thyra, on the body of a courier, have been ar-rested, three in number, and are now imprisoned in thistown. after the minutest research, the authorities are nowon the trace of the murderers of sir l. jones",0.9746,12.745662906964105,11.759022621836166,11.871560321957242,10.902158948784082,10.817364097738794
377,1864,lib,"heart within his bosomamong the hundreds of men in the upper or thelower chamber of austria who will denounce thesehorrors ? is there no deputy, gentle or simple,titled or untitled, in austria who will ask for_thedecision of the court, military or civil, prevotal ormixed which condemned julia cborostouka, agedthirty-four, manteau-maker at lemberg, to beflogged ? is there no one who will ask for whatcrime catherine samborska, domestic servant, hasbeen ordered to receive a like punishment. four-teen years ago austria repudiated and disgraced themonster haynau for woman flogging. shall it besaid that the austria of 1864 is more brutal andnarbarous than",0.9646,8.43319483307708,8.795773703346367,8.545811618279135,7.626302273789091,7.589540645586693
378,1863,lib,"with which the week openedwas fully maintained, notwithstanding the fine weather, andoscasiosaally rather more mousy was paid.very few beans were reported, either of home or foreigngrowth. the market, without wise lively, was well sup-ported for all sorts, there being buyers from the country.there was no chases to note at the week's close.there hare been hat few english and only a 'mall lot offoreign pease os monday. this grain was quite neglected,but former quotatious were asked for all desen'ptions.friday's prices eolith* same as these &skid on monday.there were no foreign arrivals of linseed, while the retiresshowed an export of 900 we.",0.7946,14.510954829067906,13.91731694667983,13.383422181099565,13.691719695502268,13.8028266339326
379,1813,con,"monday last.--having but littleliarley at market, and many buyers, it went of brisk at 3s. per quartet(lea cr.—grey peas are -13. per qr. &ver.-- bears support last nveck'sprices.—oats been{ very short, inte samples are (2s. per quarter dearer,and the ordinary sorts sokl freely at last prices.—ln other grain noalteration.a. a. i • e. 3. 1. a,.vvl7eat .. sil a ltls ' white pease 95 a 105 p .land oltg 36 a 4d•fine ditto .. a.l3i, 1 lire.) rease s 5 a il; potatoe ditto so a 5414.,,ebarleymaltfriday, j. 1•the arrival of grain since monday has been very inconsidaable,and there is",0.5828,43.81441084922716,39.97246879607157,38.851961624732,34.9249070912604,35.700265266839104
380,1854,con,"103 market-street, r. h. ingham, 46,market-street, w. holvoake, 37, downing-street, t. h.taylor, 8, st. ann-square, t. standing, 1, piccadilly, jameswoolley : ashton-under-lyne: w. h. and j. waterhouse;lancaster: j. wimpray, market-place; wigan: a. m.mort, market-place; oldham: j. hargraves, mark brels-ford, greenacre's-moor; stockport: a. h. shaw d.woolley ;ms lpas :j. roberts; congleton. j. c. chap-man; macclesfield: john dale, bradley, chemist.beware of imitations; see that the signature of theoriginal manufacturer, john willis. is on the outside ofeach packet, without whtch none is genuine.the duke or hamilton, says the caledonianmercury, with the assistance of the law, has compelledthe romanists priest at hamilton to restore",0.9252,8.494945100151114,8.195312586582034,8.111164558306996,8.133075638948862,8.116991413452258
381,1855,con,"is attached to each ship.the owners of these ships will not beaccountable for gold,silver, bullion, specie, jewellery, precious- stones or metals,unless bills of lading are signed therefor, wad the value thereoftherein expressed.no berth secured until the passage.nroney is- paid.steam-ships ply regularly between new york and charleston,savannah, havana, jamaica, new orleans, and chaves: goodsdestined for any of these ports, and addressed 08. k. collins,new york, by the above steamers, will be forwarded withdespatch and economy.passengers will be charged freight on their personal luggagewhen it exceeds half a ton measurement.for freight or passage apply to e. k. colltrit, new york ;b. g.",0.8952,3.5893000128802743,3.7107986031432323,3.7629682264258753,3.528565581563689,3.5216700823270775
382,1863,lib,"it shall be put in execution.the imperial sen ate will take the steps necessaty to thiseffect. alexander,tzarskoe selo, j lily 25 (aug. 6), 1863.duty on ""race horses.""—from a parlia-mentary paper, yesterday issued, it appears that in theyear ending the :31st marsh last the duty on race horsesamounted to £6,1 22, being a decreage of £535 on the pre-""me' year.",0.9428,13.876887754307285,13.411531195517389,12.721354422668442,13.35299690119748,13.36730211744168
383,1845,lib,"in order tobreak the length of the crossing from the one foot-pave-ment to the other, and afford foot-passengers a refugefrom the rapid and almost continuous succession of car-riages, of various sorts, by which the streets at thisangle are filled. fortunately a better genius than is al-ways present at city councils presided, and the result isthe erection of one of the most ornamental statues inthe metropolis. the statue does great credit to air. s.nixon, who is already known favourably to the public bythe beautiful illustrations of the four seasons with whichthe goldsmiths' hall is ornamented, and by other worksof art in",0.9655,4.501262594592362,4.261630516268921,4.3070716664755295,4.316009186219783,4.3102304984259785
384,1801,none,"proves that the intelligence was not favour-able.—la ckf de glaser.in confequence of the decifion of the porte torcleafe all the french prifoners detained at con-itantinople, and in the forts of the black sea. ge-neral la salcrtii4 citizens bessisaas, comma-nd., and fevers! miters of the artillery, and ea•gingers, bare already arrived at mama.!' 12 r +•c. dou7oiii.iiy is about to fet off for italy,charged by the minifter of the interior to caufeto be mftored and cent to france, not only theworks of art carried away by the neapolitanswhen they entered rome, but all thofe alto thatmay belong to the french republic.a",0.7442,10.891774586354982,11.447791520960294,11.178506608806336,11.103177525059534,11.067706183881922
385,1863,lib,"54.1.• 50 52- flingston downs 4. 7.0 21 3- lady bertha- llgrtraret (guy .lelant tc, 3i (0- )large valley..4 myndy iron ore (lim ` 2'x ids pr- new set un . . 191 140 150- .north downs ',s 34 2.9-- v. wh 'i basset (1110 jam •›..17.0 3 54- nritrth wheal crotty- ear consols (t. blazey; 14 b 620 l'rovidence(unv lelnt., 10.6.7 ,1 43- -1'8:-3' ..°lcln.lrtihri enca 'ihrlra'erdaaen(ril (i(""l°ll').:lcoa:nrea)er. 15t:.11155: 9c 1 1 38297553 24042( 51' - stray park5 tams.r silv.& lead min, 44 4 4 410 tin crolt 9 154 161 154 16- west basset (illogsn) l4 13 14",0.6654,127.99859790565573,125.35683620407129,123.36252433246275,113.22918903606858,111.7409432623749
386,1846,lib,"two miles of thetown of galway, on the direct road to oughterarde, its magnificentwoodland scenery, and the advantages it possesses as a suburbanvilla, require no eulogy.to those who wish to secure an admirable and unique mansion—wanting scarcely anything that art or taste can suggest, an opportu-nity such as the present very rarely presents itself.the house is exceedingly well situate with a southern front—andcommanding an expansive and picturesque view of lake.corrib.it has every accommodation a family of distinction can desire, inwhich are included, three reception rooms, nine bed chambers,closets, halls, corridors, cellars, kitchen, pantry, laundry, servants'hall and sleeping rooms, dairy, turf",0.8583,12.58909488130774,12.250071673509012,12.106332195931486,12.001659791808587,12.137504695660521
387,1866,lib,"execution.on friday, oct. 6, the sentence was carried intoeffect on burgess, levy, and kelly, in the gaol-yard of nelson. all the men died protesting thetruth of the statements they had made, and kellyand levy repeatedly declared themselves innocent.burgess was the first to speak. he declared thatsullivan was the murderer of battle, mathieu, andthe surveyor dobson, and that levy and kelly wereinnocent of all the murders. he acknow-ledged himself to be morally guilty of dobson'smurder, because he knew of it both before and afterit was perpetrated; but he asserted that sullivan wasactually concerned in all the rest. he expressed him-self happy",0.9582,4.3468411152508954,4.026297823729363,3.9636476359660096,3.887930983474973,3.9537492527528
388,1815,lib,"caissonttie barriatte fif tice tirrkt cf ilas34uoarii,ied here: ainbili the wound.l of°ballis the prince fiorat; wbti has ben struck dl.tjn 81 1 the arta, and the vining prince of iis•a 11°li-sin g6l; il'llo is wtitintlett. tbetl.th oa!general ilaron vincent, u4lo ‘,j;of wellington during' the 111;, dc, wai s6`l°.-fei ball in the hand, at a: short distatic i. 1.6111l raers nglish herd:yesterday ev iiitig t'rench pr is •'brought in, as well isi two .eautes, bei.pg thheonmains of a coops whidi ,slis cut pieces, by,°1yta,eliqy,elecanr,sadvvi7aod : that superb eptregitbiigoons es contriktutetl.t°,bei,success. we expect a very cotisliftiableof prisoners ; and this afternoon _jou",0.6435,492.8798377715027,475.34939508368745,481.9536088617023,468.8446213108942,465.50336951413277
389,1850,con,"',anjet the(hear,still continued in it.with them!"") he doubte3 were called by by thewere not the first leaderid senting a ccto the csof the people ; he dotmuch whetht been secretly pursu.,d produced the results which had ledmeeting, (hear, hear.) he might)n of the means by which the roman-ing to attain their ends, the name ofwed name. the head of that family3pected, and he believed would con-d. let them call the man to whomime which he seemed to have given to__matins. let them k hi to thatname, and never call him "" the hon. and rev. gorgespencer."" (hear, hear.) the noble",0.8795,98.33475013677685,103.26510718076923,104.12655086407464,103.79525864561685,102.85064558812738
390,1826,none,"4.5 inches circumference.two hundred and eighty sheep have been exportedto boulogne, in the medusa and royal george steam-vessels, during the last week.a great improvement has been of late years effectedon some barren soils in the highlands, by the burningof lime on the surface by means of moss peats and wood—all of which are found in great plenty in most situ,-ations. in the neighbourhood of moulinarn, from afield where, two years ago, clover seed would not havevegetated, thirty pounds of clover have yielded a returnof 690 stones of fine hay. on the same farm, one boltof barley has produced twelve.the neighbourhood",0.8795,4.5835308991205785,4.651864200370043,4.67411737466407,4.404568479093805,4.4580306380681165
391,1805,none,"a ring-fence), divided intoeligible compact farms and holdinza, with all rrquite buildingsthereon.the manfi n hotife contains feveral fpaeiotis elegant rooms notyet completed, but which, at an eary expence, may be finished,agreeably to the tate of any purchafer ; the other parts of the houfeare fit for immediate occupation.inwt lluic has been proved in part of the lands, and there is everyreafun to belitve the utatc abounds with coal artiticetinel.polreffion may be had of the houfc, offices, &intent, and plc,-fure•grounds, at any time when &fired; and of the park andpaddocks, and an adjoining farm of about 1 36 acres, at :lc",0.7785,32.286084478499085,32.117188238679965,30.58039552957303,29.74909353708234,29.93105871222439
392,1867,lib,"average of twenty-two miles per day will haveto be made. mr. seth wilber payne, the pedestrian, iswell known to the public as an author. he walked overpretty much all of europe some years ago, and upon hisreturn wrote a book of all ho saw, heard, and did. theobject of the present trip is precisely the same as was la'seuropean tour, and his limiting himself to a certain lengthof time was doubtless caused purely from v. desire to per-form a feat of distinction. 110 will take copious notes (11his way, which will be published in book-form after hisreturn from san francisco.—",0.9486,11.797246801337456,12.209425469000733,11.934772359993355,10.897566993221275,11.08335180670385
393,1863,lib,"to witness the embar-cation have been rejected. orders have been issuedby the heads of departments, instructing the policeto arrest any persons belonging to the establishmentor otherwise who may be found loitering in orabout the thoroughfares during the time appointedfor the queen's arrival. the clerks and othersoccupying offices in the viciz.ity of the avenues lead-ing to the pier are also warned not to approach thewindows. the orders are to be enforced under painof summary dismissal, and as any breach of the in-structions is ordered to be rigorously dealt with, ithas been suggested by the departments that thegates of the establishment shall",0.9759,2.8943932184555416,2.9495606220329638,2.8450007755720805,2.7069922976513205,2.780569727592155
