,year,nlp,sentences,ocr,diff_random,diff_majority,bnert-time-st-y,bnert-time-y,bnert-time-y_masked_25,bnert-time-y_masked_75,diff-bnert-time-st-y,diff-bnert-time-y,diff-bnert-time-y_masked_25,diff-bnert-time-y_masked_75
235,1856,2083,"neonon the 20th december, with a mail. cargo, and passengers. she hasbeen !milt expressly for the australian passenger 'trade, byone of the first builders of the day, is now on her first voyage, andwill be fitted u n with evory improvement that experience can suggest.in speed and comfort under canvas, she is unsurpassed by any vesselafloatcaptainto sail,20th dec,jan,20th feb.20th mar,cabins found with bedding arid every requisite. has excellentaccommodation for a few second 'class passengers, and her 'twcen-decks are lofty and well ventilated.for freight or passage apply topilicington & wilson,21, \vater.s'reet, livery° )1.cabin passengers embark on the igth december, other classes",0.8267,8,3,[1859],1859,1857,1857,3,3,1,1
236,1831,2194,"as much as tothe best. . . . wherever there is either honour, ordignity, there must be a support to it. everybody saysas much ; nobody denies it. and this support must bemade of money. and for the extraction of the materialfrom the pockets of those by whose labour that which isgiven in exchange for it is produced, there must he apretence; and the pretence is.made by the manufacture ofofficial situations: to which situations is attached moneyand money's worth, flowing in through the medium ofsalaries, fees, and perquisites; and to the situations areannexed pensions of retreat. 'so likewise pensions ordonations,",0.9506,12,24,[1844],1844,1844,1859,13,13,13,28
237,1860,2194,"the guarantee or to the bills referred to.a letter dated on the 21st nov. last, written by theprisoner to the london firm, was put in. it statedthat mr. scott, sen., would leave llangollen on thefollowing day for london, to arrange about thematter referred in the letter of messrs. lawrence,plews, and boyer, to him (mr. scott). chas. wells,jeweller in liverpool, said he knew the prisonerand his partner (mr. scott, jun., very well. aboutthree weeks ago they called at his shop, and lookedat some jewellery. they selected three diamondrings of the value of about £6o, which scott urgedthe prisoner to take. this",0.9872,16,13,[1844],1844,1862,1860,16,16,2,0
238,1858,2194,"be ensign, vice chisholm, promoted ;clement wolseley featherstonhaugh, gent., to be ensign,vice leatbaw, promoted.warwickshire militia, 2d regiment—ensign percivalrichards to be lieutenant, vice john blackeley, resieme,i,2d royal lanarkshire militia—ensign william benja-min wilkin to be lieutenant, vice waidell.leicester militia—robert curzon, gent., to be ensign.",0.9481,2,11,[1845],1854,1854,1855,13,4,4,3
239,1844,2194,"to the pls.,*d}ty to consider on the propriety of leasing thethe committee had proceeded to ascertain the firive;lcial circumstances of the company, and they wgratified in steting that the assets of the conwere adequate to all its liabilities, and that a sure opwould he left to carry cut every proposition 10effect, and to pay the interest on their specialty de%now the result to which the committee had coaland the minute of terms arranged between the derr}`tors of the london and greenwich railway con'lpslfand the coiniilitae of -.iliarehulders of that couno',and the directors or the south-eastern railimcompany, was this :a lease",0.8332,3,10,[1845],1845,1845,1846,1,1,1,2
240,1838,2194,"bear in his demeanour an appear-ance of being a friend and supporter of that candidate ; andwhen he comes to give his secret vote, that he should belie hispromise, and falsify the whole of his previous conduct__( much cheering front the opposition, and cries of "" oh, oh,""from the ministerial side.)—l do say that the politicaldegradation which results in the one case is a totallydifferent thiug from the moral degradation which wouldfollow from the adoption of this proposition. well ; butthen we are to suppose that, by the introduction of thisgreat evil, of this moral plague to the country, we",0.9515,20,35,[1841],1841,1841,1841,3,3,3,3
241,1864,2194,"havefelt and supported for a long time; and i vote for it becauseespecially and before all, i desire a country strongly andmilitarily constituted so as to defy foreign ambition andaudacity. i vote for it because not until i see my countrystrong shall i hope that she may live long, free, glorious,and independent, that she may assume that rank and influ-ence in europe which belong to her by geographical posi-tion, by the nature and richness of her soil, by the number,temper, and genies of her inhabitants. as to the conven-tion of sept. 15, no doubt, gentlemen, all that has been saidfor",0.9703,42,18,[1846],1841,1863,1863,18,23,1,1
242,1867,2642,"itnnonneementthat such an interview was to take place. but, whatevermay be the future consequences of this marked repproche-wrest between two powers so peculiarly sheeted as franceand austria, there is little around for the prevailing sortof half-belief that the meeting is the precursor of somespecial alliance, or, indeed, anything more than what it ismid to be, • friendly manifestation of sympathy on thepart of the french emperor with his much-tried andsorely-harassed imperial brother.or 118. istlxion.the suspension of a cabinet minister is, says the dailynew, a new thing in politics. but mr. johnson has""suspended"" mr. stanton because he is not empowered toremove",0.868,17,21,[1864],1867,1867,1867,3,0,0,0
243,1815,2646,"who pi in the i ~, ~,.west indies, or snake frequent vopgeb; atul are ~, trial ~1geode in dor effects, that they may by adopted as a i:..m.iy :.ic.dicine upon every indispositieu arising from a &bordered ~ati.elthe stomach or bowels._cui'y of a le i' itia. from captain cialgolmr. dixon, apothecary.trnotantorr, msnimastx„ tristlll.ls. tt•,sir-i have received so much benebt (loin your i).xovian ia bilious pills, that i feel a sati,facikn in romi..st.,l'log to you my testimcsay to their etf.cacy. i returned tromaffix many years residence there, with my cosismutton %ay n.„2,impaired, by several attacks of a ltver complaint ;and i a",0.5232,11,24,[1810],1811,1811,1811,5,4,4,4
244,1848,2194,"george, madras.at wanstead, charles gumrn, esq., of snaresbrook, toelizabeth, daughter of the late mr. s. ford, of berrington,somerset.died.on the 23d ult., at hampstead, the lady anna mariscuffe, relict of the late william cuffe, esq., of st. albans,county of kilkenny.on the 3cl inst., at crete-hall, nortlifieet, kent, jeremiahitc slier, esq., aged 83.on the 4th inst., at sunderland, county of durham, r.leech, esq., lieutenant royal navy.on the 4th inst , at long ditton, georgians isabella, wifeof charles corkran, 1,1-q., and eldest daughter of rear-aa""viral sir george seymour.on the 4th inst., at goldworth, woking, surrey,donald, aged e. 5.on the sth inst., at ivetcliffe,",0.9205,36,19,[1844],1844,1847,1844,4,4,1,4
245,1868,2194,"any further evidenc3 that day.mr. tyrwhitt remanded the prisoner, and refusedto take bail.",0.9307,6,10,[1862],1862,1862,1862,6,6,6,6
246,1812,2647,"'..; rylvtliva '7,- .• • ..., r? f.• 1• • • -vise 'other mddes of,' punishment, but!wr,pl9,7, .:!!""""mien:tallialtlta '11: . 4141/1111. .villa.rtainf10gg..14440,4614 , wm. • 4,,,..„ iino • ',..ordinary piirileges and'et44""leit"". .rxna ' ' ""iv '..w **art""nlr. a iier.cromsie wished tote •' ' tire - .- . ' ~..„,.. ,1_,... - ' a aead hotantits •1141.1 the- te - ;,1 , ‘ *l4 - •#0w4...1: 'oo,, • •41a •-• , „...,...: "" 00ai* 11..., el • . ~.1:411s•1•••:t....rof punisbmetits ill 440 00 '.•i - • ' ' •-' •, • ... him a proficidit. it , • isit r- •",0.3447,39,24,[1814],1814,1814,1814,2,2,2,2
247,1838,2088,"in the beau-., tiful vale of nantgwynant, itetween the two lakes, onthe road from capel-cu rig to beddgelert; three miles from thelatter, and eight miles from the former place.the house contains entrance, dining and drawing rooms,each 18 feet by 15 feet; kitchen, back kitchen, pantries,butler's ditto, servants' hall, cellars, six. lodging. and twodressing rooms, and one small ditto ; orchard, garden,coach-house, three-stalled stable, and a single dttto, saddleroom, bay for hay and straw, with about 17 acres of goodland; also, the use of a boat on llyngwynant, nearly a milelong. a mail coach through beddgelert and capel curigevery day.'apply to",0.8576,9,7,[1836],1844,1836,1836,2,6,2,2
248,1857,2642,"crisis, yet of roarer prime are lower, say 2d.pr lb., hem the late wow point of the market commonfmcsrs sow `steel ls. task , medium cups, le. 3d. to117c0.—a esthietka of 6d. has boom esteldiehed this weekas low train without pecdoeiss boyar, to say extent.6 tlypctii:a &ethos dishes hos takes pleat is thisse** whit a healed basins. dots. retraction 4to 9wetted 345. to 390.aux.—no trometiose othepeitaso• reported this week.cutton.—tbs wes gado twee bees too ow sod 11.11i111-=al to rt.. gag:asthma, bat pekoe may bo easeideredifilelll ilt•• sold heavily without may malarial alteration.la other articles no maktiol alteration, and a general",0.5707,10,14,[1856],1865,1849,1849,1,8,8,8
249,1834,2194,"erecting the proposed buildings ac-cording to the plans as ultimately arranged and approvedof by the treasury, the lowest tenders for the execution ofthe work would make the cost thereof about '76,8001.,further proceedings have for the present been susp.,nded.the property in dawninpstreet and fludyer_stree', ifthe prsent old houses shall be taken down, and theground be let on building lases, or reserved as sites forpublic office, as may be deemed most advisable (hut ineither cases giving additional width to the street), is ot theestimated yearly value of 800/., so that the several sumsbefore-mentioned, amounting together to 10,148/. 75.,may be considered to be",0.9346,22,1,[1847],1846,1846,1846,13,12,12,12
250,1832,2194,"place. about nine i proceeded to one ofthe gates of the city, and was then informed that about300 infantry lad already pissed through. the arrochoewere mounted—prehably about 600 or 700 men. theysoon after rode out, santa anna, in person, giving hiscommands to the officers about him, and when the wholehad passed through, himself and a few of his officers alsomounted, and followed the men. various were the con-jectures as to his object, and we remained in ignoranceuntil yesterday morning, when we were surprised to bear,that santa anna had, by a circuitous route, passed nearlyclose to the encampment of the enemy,",0.9367,25,19,[1823],1846,1846,1846,9,14,14,14
251,1847,2194,"institution will'be closed 'on ivedvyaday next, the day appointed for the gl'l-nerat irast, but. to prevent inconvenience to their depositors,the manitzei's have' ordered thatth6 bank he opened from seven to,nine on thursday evening, the 25th inst., for the re-payment of:money due on the wednesday, and for the receipt of the upal •notices.the usual times for the traniaction of business are as follows- for iteceipt of money—monday everlings, from seven to nine;tuesday mornings, from twelve to two. •yor be-payments and noticea thereol—wednefday bvenings, fromseven tonne.for wanting suet 'paying government annuities.. ili andfridays, from eleven tectwo: •asst payable to depositors is 91.",0.8001,8,13,[1809],1810,1859,1859,38,37,12,12
252,1861,2642,"dement dreernrtisg like reinwo the mentor of rock below. three wee who wereempredsd by ropes were ie the meet thenla. esee clawum 4 tie rock nu over their beads, sad led the reps,bv ninth they hung bass eat by the kinks reek. theirfaiths in all probability would have failiswed. they beleat about 15 yank the deemed wee a mean ett; dl'osan theold. hire. happilyhe was memarried. bee wee ahem&the mali lant bsiecier. —the 20,119 britiakexcitants of river 0411111101 s. employed in oar homecid l ryi,;s trade i‘the year ind° ltos 4,251.730/, ra inhog repeated amps, were by ltildtht per-tes the",0.6252,26,32,[1865],1857,1849,1856,4,4,12,5
253,1844,2194,case.',0.8294,15,15,[1825],1844,1844,1844,19,0,0,0
254,1855,2645,"necessary at once to discharge a greatnumber of men whose families were in distress, orwhose circumstances would not permit them to con-tinue on permanent service. others were invalided,and others deserted. the regiments suffered aconstant diminetion. on the 20th of novemberthey certainly did not average 750 strong. why, then,did they not recruit? applications were very earlymade to government by their colonels to permitthem to send out recruiting parties, but permissionwas not granted. it was not until november thatany effectual recruiting began. can anything bemore absurd than this? these regiments were de-ficient in strength to begin with, and were losingtheir men week",0.9722,4,7,[1863],1863,1855,1861,8,8,0,6
255,1856,2645,"the westernpowers. the swedish minister asserts that thestruggle between russia and the western powersgaining in extent, threatened at length to approachthe shores of sweden, and the kiag, carefully weigh-ing the political circumstances, resolved with wiseforesight to apply the lessons of the past to the futureinterests of his kingdom :france and england having proposed to his majesty adefensive treaty of alliance, destined to assure the integrityof the united kingdoms, the king felt that it was his dutyeagerly to accept a guarantee, the utility of which is aspatent as it is incontestable. no one can say what eventualcontingencies are not hidden in",0.9583,3,16,[1854],1854,1864,1864,2,2,8,8
256,1821,2644,"objected to neatly all the parts of the billupon the table, but must especially to the change which itattempted to hitt uduce in the law of settlement, because theelect of it would inevitably be to place paupei. in 0 worsesituation. lie did not think the subject had been fitly con-sidered, since the true remedy was not to be found so macin new enactments rued alterations, ns in a strict ozai,,ton_ti )))) of thu law as it now stood, aid a declaration of what itwas at.•ant to he by our ancestor', nod 46 bat it ought to hein future. that some",0.7948,47,3,[1822],1819,1819,1819,1,2,2,2
257,1843,2088,"in vain ;some far country her health to regain ?r cold climate of frost and of snow,and, where the soft breezes blow ?""e warmyes. yes, gentle child,, thy loved mother ha• goneate where sorrow and pain are unknown ;saint is strengthened, her frame is at restthere is peace, in the land of the blest.""land, dear father, more lovely than oursvers more clear, and more lovely the flowers'' - 'ne over it althe year long.red by the glad sound of music and songay. a solded into thes was this b,ateria medicaading isthe quwhat wand increased",0.7783,1,15,[1847],1849,1849,1849,4,6,6,6
258,1826,2194,"dlacharles dixon was accused by nathaniel butcher offraud.the prosecutor, who is a butcher, stated, that the pri-soner is in the habit of getting quantities of meat at themarket on credit, for the purpose of getting it sold. wit-ness dealt with him on an occasion previous to the 2d ofseptember current, when the prisoner called upon him,and asked him if he would let him have three or four jointsof meat ; witness said yes, and that he (the prisoner)might keep the profits to himself; witness then weigheda shoulder of veal, a piece of beet; and two joints of lamb,and gave them",0.9182,37,1,[1844],1826,1826,1826,18,0,0,0
259,1803,2194,"of the provisionalgovernment, neither their lives or properties wouldhe bale."". now, gentlemen, under these circumstances itwill appear to be the r,iett, that a very considerablequantity of arms and ammunition was found once,,led in a dep4t in thomas-simet ; it is maieriaito sic,e this bet, in order that you may perceive theditiereoce between the two rebellions. in 1794there was a conspiracy to-levy war. in,1803, theinsurreetion and rebellion did actually take place indublin. by the .1,3 w of the land every person tak.,g s part in a rebellion or conspiracy, is equallyguilty. persons though in the country, yet it theya ded and",0.7602,59,33,[1830],1812,1812,1848,27,9,9,45
260,1869,2194,"for chinese subjectsconverted to christianity. it is a satisfaction that theaustrian government has been able to extend its views oncommercial subjects abroad, and to conclude treaties withchina, japan, and siam.the fiji islands,the european population of the fiji islands is rapidlyincreasing. the inhabitants have addressed the presidentof the united states, through the american consul atleonka, desiring to be taken under the protection of theamerican flag. they have been induced to take thiscourse by the policy which the english government haspursued towards the colonies.",0.9539,40,6,[1861],1853,1869,1869,8,16,0,0
261,1857,2084,"r c., ready in ten minutes, as no town.hroyale'‘-srpt dawson street (close toßox entrance a t eatre-li'verpool.kiss smith and emile l'angelier.full length andikenesses of miss correctsmith are added toand l'angelierallsop's crystal palacewax-work exhibition,iris lime-street, liverpool,a smimu modelled from a drawing taken during her trial at/.' enburh.axtriztern modelled from a photograph now in the mpoaseseen ofr. allsop, the proprietor of the exhibitlon.111 e. ----auabove exhibition consists of upwards of 100 wax figures,tritfie as life; emperors, kings, queens, princes and princesses,tic„ea,. r lords, statesmen, &c., &c., of all nations; tcgether withtia""'„_l'e'ture galleries, containing many hundreds of antique./rh „modern statuary, varying from five",0.6437,3,5,[1859],1864,1864,1859,2,7,7,2
262,1833,2088,"desirous of reducing taxes,and especially the price of-salt and the fees of notaries, in orderto relieve our subjects. the realization of these intentions, forthe accomplishment of which we relied on the assistance of thestates, met with, ,from .the very opening of the. diet in thechamber of deputies, the opposition of party which announ-ced a tendency hostile to all the,good which had been anteriorly-effected. this party' rejecting the authority awl the advantagesof experience, instead of directing the activity of the state tothings useful to the country, has principally` directed it to enter-prizes hostile to the state, and has thus caused the",0.6391,31,44,[1815],1815,1815,1821,18,18,18,12
263,1845,2194,"this eveningwill he performed an entirely new grand national spectacle, em-bracing the chief features of the heroic achievements of the britisharms in northern india, called the conquest of scinde ; or,te siege of hyderabad.wh;cli, a variety of new and surprising feats of horseman-ship the french equestrians.to conclude wait tile dumb man of manchester; or,he f:vtory murder and the felon heir. tom, the dumb man,mr. t. thompson.box-office open from eleven till five.davidge's royal surrey theatre.second week of madame vestris and mr. c. matthews.this evenigwill be, performed u,ed up. supported by if essrs.c.matthews,r. ilonher, neville, heslop, fredericks, lewis, mrs. r. honer, and:11,",0.8175,18,5,[1846],1857,1846,1845,1,12,1,0
264,1867,2642,"to furnishan unlimited number of faggot votes in counties.no effectual remedy has been discovered in thatcountry but the requiring the condition of resi-dence. in england, leaseholds, now that the rateof qualification is reduced so low, may be stillmore easily worked to the same end ; and the dif-ference in the character of the tenure must compelus to fix a higher value on the dwelling-house, inaddition to demanding the condition of residence.but both in scotland and in england theremight fairly be required a further concessionin the matter of property qualifications. itis idle in mr. disraeli to reiterate thatnobody would now propose",0.9461,1,7,[1849],1864,1868,1868,18,3,1,1
265,1819,2647,•• ilkna.• • .- .- -----. .- -,0.502,20,10,[1814],1852,1860,1854,5,33,41,35
266,1856,2642,"mow trade, at lam ratn. malting bulgy c011•11,3e i ex-trema p.l when condition ottv'ma ems ran. .grd.it:th a slack demand. oats not mm. import; tor the wanending oat. ii :—what, foreign, i,‘c4 gra- - -..11.—wert wr rsi n plea' i auppli• er adnote was is very bed a...edifice lame (mee. y wit sup -leered ""iwing. !skew for ease were proooedare rly lower. sumac*es .1a were wade r• dear. neese, old. 6f r. t 3 11. a.; new. bee. • .st barley. 161. me. oaf; flr. to ws. ber 42,. to 461.rui.tiato we.- - - - - - -lismassw, ocr. 11.—i",0.5677,21,15,[1819],1850,1849,1848,37,6,7,8
267,1858,2194,"naples, re-quiring indemnity and the restoration of the shipand crew. it was also intimated that a similardemand would be preferred by the sardiniangovernment. we did not then desert our ally,and the neapolitan authorities made a merit ofnecessity, and at once yielded both demands.the result was, that count cavoun, on learningthat the ship had been restored, and the crew setat liberty, directed the sardinian representativeto keep back the note that had previously beenforwarded to him, and the minister for pied-mont at the court of st. james's has expressedthe satisfaction of his government with the ar-rangement made.this untoward affair has now been",0.9659,22,36,[1860],1860,1860,1860,2,2,2,2
268,1856,2194,"and uttering two ordersfor the payment of 2501. and 91., with intent to de-fraud the london and westminster bank.the common sergeant sentenced the prisoner to fouryears' penal servitude.robbing an employer.frederick, huggins, labourer, aged 17, was cbargedwith stealing 7 paper boxes and 43 neck ties, value4/. 175., the property of richard hellaby, of huggin-lane, city, his master.mr. cooper prosecuted, and detailed the circumstancesof the robbery to the jury, which were very simple andnot worth publishing.mr. lilly defended the prisoner, and made a verypowerful and ingenious defence, laying much stress onhis youth acd this being the first time be had ever beencharged",0.9394,27,13,[1847],1844,1844,1847,9,12,12,9
269,1864,2194,"nothing doing; all who are engaged in thetrade in this locality are well supplied with orders,and are consequently careless about the acceptanceof any others which may be offered. it was statedthat the demand for sheet iron is increasing, and thatsince the meeting at birmingham buyers have beenanxious to place. orders for that description offinished iron, bat have found much difficulty indoing so where speedy delivery was made a stipu-lation.the large works in this neighbourhood, and in thedirection of kingswin fur, brettel-lane, and b rierly-hill are all in full operation, the only drawback atthis moment being on account of the scarcity",0.9469,8,14,[1846],1864,1846,1853,18,0,18,11
270,1834,2194,"dissolved anddisbanded corps, whatever may be their force, who,after having notice of this decree, shall keep them-selves embodied for more than twenty-four hours, shallbe tried by a courtmartial as chiefs of rebels. theminister of war shall see to the execution of thisdecree."" don pedro,\duke of braganza."" agostenho jose freire."" palace at oporto, july 10, 1832.""march 12.—we publish to-day an advertisement ofthe public treasury, informing the shareholders of theloan of august 9, 1833, that the payment of the inte-rest of that loan for the half-year ending the 31st ofjanuary last, will commence on the 17th inst.the punctuality with which the government,",0.9715,11,32,[1836],1833,1832,1832,2,1,2,2
271,1863,2194,"•obably a3hes, andluarter ofdeath;up to theaai marchis rela-ace threemultane-lust havethat thethe fatalpicion of;wo pre-o assumea accom-a resulte secondsaking offrom theodour ofnuts) hadsex t thattte to theions ; buttheyars elimi-adminis-ded, thenshown, toieks, andasonablyl on theof assur-and that,re shouldog theseid havethe dis-irness be:is deathcommonay novrration r,fprobpdra,st:udy aboard.;hest liv-ago, thathe nervesf modernemselves.mn, mustie scienceobserva-ished byxception.childrenwhich bes remark.d, has nocertainneitherinia pro-remark-on with-idiviaualtin. wewere de-tinuni-hiadoor,wing theay derivethat theceptionalmarket to-ine on there not me'.30s to 323.25s to 28s.20s to 240.37s to 40s.32s to 340wheat wagandel., ands obtained.rley met gls and pesoi to 45s odi to 41$ odi to 44s odi to 39s odi to 36s odi",0.7184,1,6,[1819],1814,1859,1852,44,49,4,11
272,1837,2194,"sporting intelligence.newmarket craven meeting.newmarket, sunday afternoon.the regular racing season in the south commences to-mor-row with the craven meeting, and with more flattering pros-pects than we could have anticipated from the state of the turftwelve months ago. racing, in fact, has amazingly increasedwithin the last six months, as may be gathered from the num-ber, character, and value of the engagements now on the bookfor newmarket, goodwood, and ascot, and if the same spiritwhich has prevailed of late continues to show itself, there canbe little doubt that the newmarket and other principal meet-ings in the south country will recover all their former",0.9283,7,18,[1864],1853,1844,1844,27,16,7,7
273,1850,2088,"tonsi steten, ss,lia vaneer' nevramaica,new orleanthe above stedmers, will be forwardedi collins, new york,with despatch ail d economy.amemensems,ertianzr.reduced freights and fares.liverpool and cork.the cork steam-ship company's firstclass powerful steamernimrod,700 tc-- "" -ver.tve.:."".i. 149 tcdue regardomfort for viri 1.,oatson the -agnes ;d.m., and 130 tons n.tirtlien and 406-horscaptain pt la.-is intendec_opinood dock,e>k7-corktfenwick-si______, .......... y.„►.vuar ...‘,.....,,,. , ~,esars. bnutn and ond, sobs :siir'e-ei;.-vihusi scotland-road ;le ' eyman. whitechapel ; thoma!robertho -street ; robert roberts, oldboliiiaposed of by private bargain,street; powell,o e °snllc.r the a 1 barque sultana,,41.. captain edinoton ;rts. highfield- street ; edward byford,t/„ 7r' btu then per register 278 tons",0.6834,9,17,[1857],1857,1857,1856,7,7,7,6
274,1864,2194,"followsyear. revenue. expenses. profits.1861 .... £2,887,020 .. £1,422,249 .. £1,461,7711562 3,097,241 .. 1,554,002 .. 1,543,2391863-4 .. 3,465,658 .. 1,667,679 .. 1,791,661although the result here disclosed is satisfactory,still some confusion is created by the last year'sfigures being for 13 months, the company havingdecided oe making up its accounts to july 31 andjanuary 31 in each year, in order to equalise to agreater extent the dividends of the two half-years.if we deduct one-thirteenth part from the total setdown as the revenue for 1863 4, we arrive at a sumof £3,199,069 as the approximate receipts of 1863.applying the same test to the working",0.9553,3,2,[1863],1864,1864,1864,1,0,0,0
275,1814,2646,"the req.. 4fame, so shall they be lint in his wistaria to please. ordurefrom foreign countries w i.l also he tinelkhally nada&the duchess op 01:ivivivrowsit7iainynainar a1yg.1,4441;0.-~..+:on friday eeenteg, :the icth inst. at half past rietokher imperial highness tbe.thiebets ol osnimait.sza(accompaniesi by prince g 600491, comma( texan'and suite), arrived in the ancient city of w ,ecea-rr,amidst the heart] iheers of its loyal iehabit.nts. asearly as half past six, on tumidly- morning, herroyal highness' and attendants, left • the hotel ea&visited the cathedral, and afterwards proitteded se theextensive ar,d long establithed royal porcelain mims.foctory of messrs.. ft.ratlt, barr. and basil theduchess was",0.6119,10,23,[1814],1814,1820,1812,0,0,6,2
276,1863,2194,"iron armour-platedship. twelve hundred men are working at hernow ; twelve hundred men working on stages overher sides, over her bows, over her stern, under herkeel, between her decks, down in her hold, withinher and without, crawling and creeping into thefinest curves of her lines wherever it is possible formen to twist. twelve hundred hammerere, mea-surers, caulkers, armourers, forgers, smiths, ship-wrights ; twelve hundred dingers, slashers,dbaonnggeerras,lyraetttlnerlis,thicalianktueprosn,dobuannguperrs bangersoararoundthe rising achilles is as nothing to the re-verberations with which the perfected achillesshall resound upon the dreadful day when the fullwork is in hand for which this is but note of pre-paration—the day",0.9437,19,40,[1863],1854,1863,1863,0,9,0,0
277,1845,2194,"of such declaration be deposited atthe office of the board of trade."" that all petitions for private bills, with their an-nexed bills and agents' declarations, and all petitions foradditional provisions in private bills, with the proposedclauses annexed, and all estate bills brought trom thehouse of lords, after having been read a first time, shallbe referred to a select committee on petitions for privatebills."" that there be seven clear days between the day onwhich the petition for any private bill relating toengland shall be presented and the day on which thesub. committee shall sit thereupon ; and ten days in casesuch",0.9627,20,24,[1846],1846,1844,1846,1,1,1,1
278,1853,2194,"3/. los ; red pine, 3/. los ; yellow do.,os. per ton ; deals, 16/. to 181. per hundred.—bark, rod,71. to 8/. 10s. per ton.—tallow, 47s to 4es per swt.—hops,71. 10s to 01. per cwt.—tar, archangel, 19s. per brl.— guano,peruvian, 101. los to 11/. per ton.",0.8486,11,27,[1853],1848,1848,1848,0,5,5,5
279,1853,2194,"second prize was this yeargiven by the rev. r. middlemist, senior mathematicalmaster. the fifth form prizes for latin prose trans-lation-1. mr. k. monro ; 2. mr. e. hone. we take!this opportunity of mentioning the foundation of a goldmedal, of the value of 101., by mr. beriah botfield,f.r.s., an old harrovian, for the encouragement ofthe study of modern languages. the first examinationfor the medal will not take place until next year. thespeech day is fixed for thursday, the 30th, when theprize exercises will be recited and the usual "" speechwdelivered.",0.8844,1,10,[1846],1864,1864,1868,7,11,11,15
280,1836,2194,"is verycurrently reported in. rochdale that mr. entwhistle, m.p. forthe borough. is about to resign his seat; and that john hol-land, esq., is to be brought out in his stead by the tories.—manchester times.prince talleyrand,"". according to the message-r)"" on arriving at orleans, on his late journey to valangay, andon getting home, found himself very seriously indisposed, al-though he had been prepared for travelling by copious bleed-ing. it is said that, on the 11 th instant, another attackseized him, and that during several hours it was doubt( d whe-ther he still lived. the return of such a crisis makes all",0.9276,10,32,[1841],1831,1841,1841,5,5,5,5
281,1845,2194,"the brig though too late for runny, some of whomwere carried overboard by the falling of the brig's masts, and somedrowned on the wreck. six only of the "" phomix's crew were saved;;mel of the brig's crew, who were in a state of exhaustion when the"" pluenix"" first reached her, the whole perished.thus in the noble attempt to save the lives of their fellow-men,seven of our gallant beachmen thund a watery grave, leaving behindthem font- widows and fourteen children (ten of whom are undertwelve years of age) totally unprovided for, as well as the agedmothers of the three single men.",0.909,21,34,[1844],1844,1844,1844,1,1,1,1
282,1862,2194,"/1 n.rhinecopofs.aus.l 2 it ds20 l'ontgibaud silver,leadmining and smelt... all 2 i5 port philip 1 1 111 sant aßarbara l,ldmine 4 41 pm1 .cottish austrin. (l.) los. 11 11pm21) st.john. del key (l.).— 15 52 5428.2.81 united mexican ail 7 741 worthing (limited) , alldocks.stock commercial loostock do. 4 per con t.prefillin ' 100stock east and west india f 120 126 128stock london .... 100 51 58stock st. katharine. ' 100 57 59stock southampton loo -stick victoria ........20 do new _ 2 id parps 100id par ijoint-stock banks.100 'agra&unitedserviceßk 50 '•88 90 •40 australasia all ''6s 47 61125 bank of",0.7883,4,2,[1859],1859,1859,1860,3,3,3,2
283,1842,2088,"the rev. j. n. peill, now curate of allsaints', rose-hill. the rev. gentleman commenced his mi-nistrations on sunday week.the rev. r. aiken.—the rev. robert aiken, who isabout to leave liverpool, delivered his farewell sermon on theafternoon of sunday last, in the church of st. john theevangelist, hope-street. the church was crowded to over-flow. mr. aiken's discourse was of a most affectionatecharacter, and eminently adapted to the circumstances ofthe occasionthe ray. c. h. burton.—we understand that the rev.c. h. burton, who has been officiating for some time ascurate of st. martin's church, in this town, is about to re-move from this",0.9693,31,4,[1844],1844,1844,1844,2,2,2,2
284,1869,2194,"past season bosbeen one of long calms followed by tremendoustempests. the efforts of the committee had beenunflagging, and they were anxious to accept 01improvement, and to c.irry out every plan by %chicthe object of saving life might be effected.+the officers of the institution were re-cleat,d:and the secretary, richard lewis, esq., read t'report, which stated that since the last repr„18 lifeboats bad been placed, or were about to tit:placed, oil the coasts. carriages and heat-houses had also been provided where requiredthe institution now possessed one hundred al3_.oninety-eight lifeboats. during the past tarelv,months they had been the means of rescuing !la,hundred and",0.8168,15,18,[1846],1853,1854,1864,23,16,15,5
285,1828,2194,"cfiarlton, near blackheath, kent.messrs. brooks and co. have thehonour to annonnce for sale by auction,at the mart, opposite the bunk of england, on ivennes-da y, sept. 10, the lease, fur 16 years, at a ground-rent, of -, the distinguished residence called charl-ton villa, adapted to the reception of a family ofrank, delightfully situated en an eminence from whichinteresting views of the thames are commanded, with park-like pleasure grounds and paddocks, in the whole 34 acres.the mansion contains entrance and inner halls, principaland secondary staircases, noble suite. of four receptionrooms, two of which are 33 by 21 feet each ; best",0.9275,19,21,[1844],1844,1844,1844,16,16,16,16
286,1852,2194,"in the administration of that country, i am of opinion that itstranquillity will never be permanentlintil the most searchingingnifybe made into the church of england establishment in ireland, and acomplete reform be effected as to the application of' its tithes,endrevenues. l also consider that no church rates ought to beex,actedin the united kingdom—at least, not from any but those who pay' them by voluntary parish assessments on themselves, as members'of the church of england.• we have had a militia bill carried against us by the present go-vernment.. it will be an expensive experiment, that will tend tomake bad soldiers and",0.831,8,38,[1812],1828,1828,1860,40,24,24,8
