,text,answer,KB_answer,meta,_input_hash,_task_hash,label,score,priority,spans,_view_id,_timestamp
39,"peace,I learn that it has not only not done so, but that ithas determined on waiting to consult Fount Buolbefore doing it. The French government, I under-stand, expects the Turkish ratification about the23rd.From all I hear the. French government is veryaverse to the idea of giving any encouragement atall to revolutionary projects in Italy, and it doesnot at all approve of the language of the Englishpress on the subject.Although the publication of the treaty of peace,and of the protocols of the Peace Congress, isnaturally looked forward to with impatience, it isnow generally admitted that the former will addscarcely anything to",accept,accept,"{'date': -3587760000000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9779, 'title': 'The Northern Daily Times.', 'score': 0.9918483496}",-1194913358,297823534,POLITICAL,0.9918483496,0.9918483496,[],classification,1661247835
40,"and other products of the dis-honest loom, the swindling laboratory, and the lyingfactory, which they can find no sale for in Europe, butwhich were well enough to fill their salted invoices withimaginary values. This evil is growing to a portentousmagnitude, and it will probably lead ere long to a com-plete revolution in the state of commerce. Europeanhouses are not likely to hear of it from their correspon-dents in trade ; but we write in the interestsof the consumers, and we undertake to informthe English manufacturer and shipper, thatthe complaints we refer to are in the mouthsof every body, except the",reject,reject,"{'date': -3587241600000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9678, 'title': 'The Northern Daily Times.', 'score': 0.9897683859}",-295825645,237549657,POLITICAL,0.9897683859,0.9897683859,[],classification,1661247842
41,"be glad to see the States say"" No,"" in order to have a pretext for combining allEurope into a solemn league and covenant againstthem. It is even said, gravely, that the Europeancombination might not only compel the Statesto accept the European desire respectingprivateering, but even to cease to be "" arevolutionary stronghold,"" and, as such, anobject of dislike and terror to all Continentalpotentates. All this will, I dare say, look uncom-monly silly in your eyes, but it is not silly in con-tinental estimation, and from what I hear in differ-ent quarters, it represents pretty correctly theviews of the French Emperor.A",accept,accept,"{'date': -3586550400000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9703, 'title': 'The Northern Daily Times.', 'score': 0.988059938}",-1030937351,-106884201,POLITICAL,0.988059938,0.988059938,[],classification,1661247849
42,"it is said, to be Pr°lll°tehigher dignity of Ambassador. ~,,,d ofA Belgian paper asserts that the long-ti"",,"" opafterftisi beoifntahse 6 twottl e branchessettled,wasbrought oftlletoßsourbon 13"".1 - incuad loc4 otconsequencebe of the, high contracting parti,9:olfialcing able to agree as to the colour of the tia"",:fterwhich shall be adopted for France;Lted,theb next revolution shall haie ex""- atNapoleon, and placed them Lo •the Louis Napoleon,Count de Chambord, saYs lionBfelgian cotemporary, stood out for the resol`nr"" can'so the ancient white flag, whereas the C'flnclfamily insisted on the retention of the tricoloiar' tsvOfiso they split. This is not the first time he,•odparties have quarrelled about",accept,accept,"{'date': -3586291200000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.7602, 'title': 'The Northern Daily Times.', 'score': 0.9894227386000001}",-1909844648,-1822697542,POLITICAL,0.9894227386,0.9894227386,[],classification,1661247857
44,"following as the substance of aspeech addressed by the Emperor Alexander to adeputation of the inhabitants of that city whowaited upon his Imperial Majesty on the 23rd :"" My line of conduct towards your country is—absolute forgetfulness of the past. I am contentwith the Poles, not merely because, in spite ofrevolutions and wars in which all Europe hasbeen entangled, they have not forgottentheir duties to their sovereign and tothemselves, but still more because those ofthem who have fought in the ranks of mysoldiers have displayed a bravery and fidelity whichhave proof against all temptation. I have them allin my heart,",accept,accept,"{'date': -3584649600000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9123, 'title': 'The Northern Daily Times.', 'score': 0.9934424162000001}",-938024994,1311681197,POLITICAL,0.9934424162,0.9934424162,[],classification,1661247882
45,"theseems to be no,I)sito, tile eotkity, Thisla the important point of hercoivie, which is her safety in1-13orld' ;linillting etispat: 41,th ' 'lois, and Swedendiffused satisfaction in„ et N., and ueed be S*etden ; for, if it be persisted'4' realthe _ ue no apprehensions of an European„ , re_ to b revolutionary elements must be coneeiii•littlime e ' Supposing Austria to'f!e,riletirnit.r4twill no concern with the amountitt,4eth7 . IVhether it be corroding her vitals~v.e,,s3ifi 40110411,1 be essential for her cohesion as ti,1:1110'41 tlie'otbe ItiaTer4, the expense of bankruptcy, we11;40 Ate other;but noparticular anxiety one way orFree %,,e•ation of Ewe.gre gravely interested in",accept,accept,"{'date': -3666902400000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.7636000000000001, 'title': 'The Northern Daily Times.', 'score': 0.7705588937000001}",593148028,418885112,POLITICAL,0.7705588937,0.7705588937,[],classification,1661248132
46,"royal yacht will be built of the follow-ing dimensions and capabilities :—Le-2gth of keel, 330 feet ;length on deck, 315 feet; beam, 40 feet; depth of hold, 22feet ; diameter of paddle-wheel, 30 feet 6 inches ; st=oke ofpiston, 7 feet ; diameter of cylinder, 84 inches ; tonnage,2340. The revolutions of the engines have been estimatedat from 25 to 28, which will yield, it is calculated, a speedof from 15 to 16 knots per hour. The engines are to bemanufactured by Penn, upon the oscillating principle, butWhich to obtain the speed calculated upon must be workedupon high pressure guage.",reject,reject,"{'date': -3661027200000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9524, 'title': 'The Northern Daily Times.', 'score': 0.7728390694}",1570353710,-1318328572,POLITICAL,0.7728390694,0.7728390694,[],classification,1661248136
47,"people of the UpperProvince, in contradistinction from the LowerProvince, are of a political status giving pledge ofloyalty. While a majority of the people of theLower Province are nationally French, and re-ligiously Roman Catholic, the inhabitants of theUpper Province are-1, the descendants of theTory-Refugees, whose fathers fled from the Statesduring the Revolutionary war; 2, Scotch farmers,and, 3, of English gentlemen, landowners, bankers,merchants, tradesmen, &c. Their religion is de-cidedly Protestant, divided pretty equally intoEpiscopalian, Wesleyan, Presbyterian, andBaptists.Here, then, the people, in blood, religion, pur-suits, and social habits, are essentially British;and yet they declare, themselves, that they havebecome one of the United States",accept,accept,"{'date': -3666211200000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.98, 'title': 'The Northern Daily Times.', 'score': 0.7854591608}",2038865652,1514194770,POLITICAL,0.7854591608,0.7854591608,[],classification,1661248144
48,"Clyde 511: 40 001a speed of 101 knots per hour, the engines makinr.lutions per minute. Since coming to Liverpool ~ortrobeen loadedwith cargo, and 260 tons of coal, and 01.20i'ttthy-yesterday she was carrying 100 tons more dead-weldisacl`:',lleoher estimated capacity. Notwithstdnding these, cagliDetages, she accomplished 101 knots per hour, Were oa,,making 36 revolutions per minute, and the presser Fax ofboilers being only 101bs. to the square inch. -11-r..psr4fltotal absence of all unpleasant vibration in the aDeoriiis',.the vessel, so noticeable in vessels fitted with theo achloscrew. The result of this trip, therefore, showed Jed 00.tar for vessels having engines constr:Tolotio,cer,this principle, both in",reject,reject,"{'date': -3663446400000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.7273000000000001, 'title': 'The Northern Daily Times.', 'score': 0.8243499994}",-1132738872,245213895,POLITICAL,0.8243499994,0.8243499994,[],classification,1661248146
49,"residing at Lima.Mr. Quimbey, (Adams & Co's messenger from Australia,) isthe bearer of the Minister's despatch.The dates from Caracas, Venezula, received by the way ofHavanah, are up to the 3rd. of September. The Diaro dela Marina, quoting from the Caracas journals, says that withthe exception of two small parties of revolutionists havingbeen routed and dispersed into the province of Barcelona,there is nothing to confirm the rumour of the political dis-turbance being renewed.From Bolivia we hear of continued outbreaks against theGovernment of President Bebyn, who was obliged to keepon the march a large body of troops to quell the revolution-ary spirit",accept,accept,"{'date': -3667161600000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.8601000000000001, 'title': 'The Northern Daily Times.', 'score': 0.8349408507}",1349622162,1265253849,POLITICAL,0.8349408507,0.8349408507,[],classification,1661248152
50,"civilization, but they wereand barbarous until they came into contact with the;eks. England ias civilized in that way, by the Holyand by the Normans—by the joint influences of religionaof chivalry: In fact England was civilized by beingnquered. The Normans conquered England, overthrewLe ancient dynasties, took possession of all property, effectedgreat revolution, ruled England with cruelty and with thelost atrocious tyranny, and still it was the decree of Al-nighty God that through them England should be civilized.gradually the Normans got mingled with the population,and became 'quite lost in it, but they had mainly helped toplaya England in the position aho 210",accept,accept,"{'date': -3666470400000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9751000000000001, 'title': 'The Northern Daily Times.', 'score': 0.8355789781}",1966711795,1245889903,POLITICAL,0.8355789781,0.8355789781,[],classification,1661248164
51,"9th theRussian head-quarters were at Budeschti, a placefour hours distant from Bucharest. (Theplace in question is four hours distant fromOltenitza and six from Bucharest.) At Oltenitzathe Turks have about 17,000 regular infantry, 3,600irregular troops, and 4,000 artillerymen. It isbelieved that General Prim commands this corpsuntil the arrival of the Hungarian revolutionaryleader Klapka, who is said to be expected. Wehave further credible advices that General Soimon-off, on the 9th, dislodged the Turks from the islandnear Giurgevo, of which they were in possession onthe Bth. The Turkish corps at Kalafat, which is24,000 strong, is commanded by Ismail Pasha.The Russians have 35,000 men",accept,accept,"{'date': -3664137600000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9737, 'title': 'The Northern Daily Times.', 'score': 0.8409079313000001}",-450934583,141407817,POLITICAL,0.8409079313,0.8409079313,[],classification,1661248167
52,"Lan-cashire, Yorkshire, Cheshire, and Derbyshire, shouldassociate with the masters of Preston ; if they should allcombine together to concoct plans for the purpose.of takingoff the ten per cent., I am satisfied it would be out of mypower, and out of the power of Queen Victoria herself, to- prevent a civil revolution."" (Hear, hear.)",accept,accept,"{'date': -3666124800000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9627, 'title': 'The Northern Daily Times.', 'score': 0.8425853848}",-95953835,-750087576,POLITICAL,0.8425853848,0.8425853848,[],classification,1661248182
54,"the country districts.The President of the province of Bahia, accom-panied by his staff, and attended by H M. Consul,J. Morgan, Esq., paid Rear-admiral Hope John-stone an official visit, on board the flag-shipIndefatigable. His Excellency was received withyards manned, and on leaving, was saluted withseventeen guns.MONTE VIDEO.—The only new features in therevolution are, that Generals Flores and Oribehave ultimately agreed to uphold Bustamente andhis government, to preserve law and order pendingthe election. It is generally believed that Oribewill be elected. A fatal colliSion took place in theCalla del Re-union and Pocton, between theadherents of General Flores, and those of ColonelMitnoz, in",accept,accept,"{'date': -3596572800000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9174, 'title': 'The Northern Daily Times.', 'score': 0.9514275193}",1055748302,-1395108988,POLITICAL,0.9514275193,0.9514275193,[],classification,1661248210
55,"the exception of -the points actually held bythe Allies, was discussed, and that the generalopinion seemed to be in favour of transferring thewar elsewhere. In the second sitting the questiondebated was whether it would be desirable to makewhat is called la grande guerre against Russia,that is to say, excite a revolution in Poland, inFinland, and wherever she keeps nations in thral-dom—compel all powers, great or small, to declarefor or against her, and to treat them accordingly—and to carry on the war with ruthless severity, andwith all the tremendous means of destructionwhich science has created and can create : or,instead thereof,",accept,accept,"{'date': -3596313600000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9598000000000001, 'title': 'The Northern Daily Times.', 'score': 0.9255126715}",1546073416,-1615035332,POLITICAL,0.9255126715,0.9255126715,[],classification,1661248216
57,"days was due tothe fact that the population of each district, having nomeans of intercourse, by travelling or by correspondence,were thoroughly localised in mind, and felt no generalpatriotism, or brotherhood, towards j the; other partsof the country. He then surveyed in like manner thecondition of France before and after the revolution, andin the same manner the other principal countries ofEurope. Thus he brought his hearers, in a brief butcomprehensive sketch, down to that epoch of historywhich is to be the starting point of his course of lectures.The introductory lecture was remarkable for its correct,clear, and even eloquent English, so that",accept,accept,"{'date': -3595536000000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9548000000000001, 'title': 'The Northern Daily Times.', 'score': 0.8683259487}",1035254885,-1392722762,POLITICAL,0.8683259487,0.8683259487,[],classification,1661248234
58,"such an event, it would not justify awar. Powerful and civilised nations can affordto mako concessionsand in the present instancethey may be done with singular good grace.But let what may occur we must have no warwith America. That diplomacy which sees somuch must be surely capable of understandingthe singular political revolution it would bringabout in men's :minds throughout Europe, andlet us not run headlong into an ocean of riskswhich may end, mercy knows where. Now thatwe have a prospect of peace which will leave uswith large armies and fleets on our hands'cumstamfor Greatwolvel in a war withshould undertake",accept,accept,"{'date': -3593980800000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9665, 'title': 'The Northern Daily Times.', 'score': 0.8939642310000001}",901648870,1899783575,POLITICAL,0.893964231,0.893964231,[],classification,1661248238
59,"the taxrig more than abe leviedsimple Ordis to decid(ie sums to beand will needmay tso longy high, alir Whnnrlation all rt the CLiverpoolmist dasther.corporatetown, meet and speak out boldli, on the subjectthey can scarcely hope to retain those vestedrights which have hitherto been respected by themost sweeping Radical Reformeri and revolution-ary demagoguTHE COUMONETARY AND COMMERCIAL.-0.---LIVERPOOL, FRIDAY EVENINGThere has been an active demand -for Cottonto-day, and a good business has been done, thesales amounting to 10,000 bales, of which 2,000have been taken for speculation and export. Thetotal sales of the week reach-92;070 bales, andcomprise 55,100 taken by the: trade, 27,530 forspeculation,",accept,accept,"{'date': -3593548800000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9022, 'title': 'The Northern Daily Times.', 'score': 0.9321549535}",1830295487,-1045861761,POLITICAL,0.9321549535,0.9321549535,[],classification,1661248245
60,"revolutionist. (Loud cheers.) If thegovernment pointed to their boards in L'Ondon, the Ord-nance, the Admiralty, the Horse Guards, he would answerBalaklava. (Cheers.) He thought Mr. Lowe should havehad:more modesty than to ask to take the business of Liver-pOol.into the hands of.the. government, When the businesswhich they had upon their hands.",accept,accept,"{'date': -3592944000000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9132, 'title': 'The Northern Daily Times.', 'score': 0.8720635772}",822857584,-1943572038,POLITICAL,0.8720635772,0.8720635772,[],classification,1661248254
61,"February, 1856—Total receipts,83421.115. 2d.; per mile per week, 291. 19s. BthFebruary, 1855—Total receipts, 36021. Bs. 6d. ; permile per week, 161. 19s. Increase—Total receipts,47401. 2s Bd. ; per mile per week, 141. 1 ls.—sterling.Letters from Madrid mention that the establish..ment of new banks of credit throughout Spain hascaused a complete revolution in financial circlesthere. The State Bank of San Fernando hithertohas been the chief monetary assistant in develop-ing the different branches of industry in the king-dom, but the capital advanced by this bank wasdone at such a high rate of interest that it left verysmall profits to individual enterprise. It",reject,reject,"{'date': -3592598400000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9575, 'title': 'The Northern Daily Times.', 'score': 0.8424184918000001}",1746527164,1833932790,POLITICAL,0.8424184918,0.8424184918,[],classification,1661248270
62,"attachment to you, shares 10your happiness, but also because it hails that child as apledge of future security.On former occasions similar hopes were entertained,and not realised. Why should the hopes we now indulge,in with so much effusion inspire us with such confidence rit is because the two dangers which overturned thrones—revolution at home and coalition abroad—have beenconquered by your Majesty. You have conquered revolu-tion by force, diverted it by labour, and soothed it byclemency. You have reconciled foreigners withFrance, because, if your armies covered themselveswith glory, it was for the maintenance of justiceand right, and that you have exalted Francewithout",accept,accept,"{'date': -3590697600000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.8794000000000001, 'title': 'The Northern Daily Times.', 'score': 0.8520181775000001}",1459887157,640211294,POLITICAL,0.8520181775,0.8520181775,[],classification,1661248285
63,"well persuaded, a lively partieiPs;tion, both in the happiness of the present, and the hope eithe future. Gentlemen, none can labour beyond yourselvesto consolidate that future. Strong in the great traditionsof the Council of State of the first empire, you will dab();rate the laws which in consecrating the greatprinciples 0rthe revolution, pacify the country, consolidate its power,subdue party spirit, and prepare the peaceable reign Ofwise liberty. I rely upon your intelligence and the patriot-ism of which you have hitherto given me so many proofs, !°facilitate to the child just born the accomplishment Of 1""""future destinies.""These words of the Emperor were",accept,accept,"{'date': -3590611200000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.8874000000000001, 'title': 'The Northern Daily Times.', 'score': 0.9428084493000001}",1455056039,1825538989,POLITICAL,0.9428084493,0.9428084493,[],classification,1661248549
64,"is the one which the people of the newState 'ntend to pursue. The internal affairs of thepresent no features of peculiar interest.se,ll the Senate on the 24+h, on the motion of Mr,nic:rd, the President was called upon to commu-tive-‘e all information in possession of the Execu - Isl relativelearn to revolutionary proceedings inthe 'glut, toconcerning the seizure ofI,ll)roDerty of the Nicargua Transit Company.TEtriffeaew York papers publish at length the newby -1-"",11, Which had been reported in the SenatePieß tr,* dames, of Rhode Island, and which occu-Con,,-° columns of the New York Journal ofsaid-lree• Mr. James, in speaking of his measure,dutiwas",accept,accept,"{'date': -3589142400000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.8006000000000001, 'title': 'The Northern Daily Times.', 'score': 0.9382367730000001}",1012222870,-40439432,POLITICAL,0.938236773,0.938236773,[],classification,1661248562
65,"The improvement was a peculiar formation ofthe furrows in the face of the stone, carrying the furrowsthrough the main land into the main furrow, and the additionof a fan for carrying away the hot air, formed in the process ofworking. The improvements were stated to enable theplaintiff to accomplish 200 revolutions per minute, and aproportionate increase of working power. The cause of actionwas, that the defendant having been invited to view theplaintiff's mills, was alleged to have had a pair of stones in hisown mills shortly after, constructed on Mr. Hull's principle.The defence was that the construction had been in",reject,reject,"{'date': -3589056000000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9557, 'title': 'The Northern Daily Times.', 'score': 0.9207633734}",1929446323,662316100,POLITICAL,0.9207633734,0.9207633734,[],classification,1661248571
66,"Three per Cents opened on the ParisBourse this morning at 74f 45c; at the close theycame 74f 70c for Account; The Ftiltoli,-from NewYork with half million dollars in specie for Francawas Off Cowes at noon. She brings news fromMexico that it was reported' at Puebla that thegovernment had suppressed the revolutions.Telegraphic advices from Spain state that theMadrid Gazette has published the items of thebudget for the present year, and the service forthe first six months of 1857. The total expendi-thre is estimated at 2,198,517,280 reals, and thereceipts at 2,202,591,988 reals. It is also announcedCredit Bankshavethat beenthe operationseeneiderahconsiderablyof ehteheek edN ehwythe",accept,accept,"{'date': -3587932800000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9529000000000001, 'title': 'The Northern Daily Times.', 'score': 0.9341889024000001}",-7363452,-2140657781,POLITICAL,0.9341889024,0.9341889024,[],classification,1661248649
67,"blood of them ,isowas the seed of the church, but that blood might be Eveidylargely and extensively as to almost extinguish the ch"",,stitself. And so had it been in Belgium. Persecution 110;1the church had been so active as to obliterate oloo„s' e:beatrace of it, and it was only since the revolution of 183v9,liberty was given to all to profess the religion of the'r.t badscience, that it began to revive. Since then, however, 1,014grown year after year, and in the very scenes where the il'ai the;blood had been shed, many delightful manifestations ° or,Spirit's work had been given. The people were",accept,accept,"{'date': -3587760000000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.8853000000000001, 'title': 'The Northern Daily Times.', 'score': 0.8748933077000001}",1748022236,-179557784,POLITICAL,0.8748933077,0.8748933077,[],classification,1661248653
68,"destinies of great States,whose irresistible power can be traced to their supe-rior intelligence and love of Constitutional free-dom. How can the immortal name of NAPOLEONsuffer from the scribbling of Belgian Editors, orthe lustre of France be tarnished by paltry sar-casms? Such ideas are positively contemptible.Belgium may be the seat of revolutionary intrigue ;but who ever heard of a dynasty being foundedand consolidated, without encountering both slan-der and conspiracies ? In the common walks ofevery-day life men meet with such things, and noPrince who holds the reins of power, need hopeto escape them. And, as great men have neverbeen known to",accept,accept,"{'date': -3586723200000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.964, 'title': 'The Northern Daily Times.', 'score': 0.8915164471}",-2094305967,-2085090473,POLITICAL,0.8915164471,0.8915164471,[],classification,1661248658
69,"Awith bread and cheese. He wouldpool, said he was not a freeman, and therefore had to pay prosperity, was at heart sullen and disturbed, and rejoicedi nation that was satisfied .Town Dues on all the goods he imported or exported. He I much rather, he satd, that the French peopleafter revolution—erectcontributed to the Town Dues five or six times as much would dare revolutionunderas he did to the local rates levied by the corporation. barricade after barricade, and pull down. gov!rnment afterHad lost one portion of his agency business, that of ) government, than that they should remain quiescent .But",accept,accept,"{'date': -3586550400000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9499000000000001, 'title': 'The Northern Daily Times.', 'score': 0.9383918047}",1361618903,-77314858,POLITICAL,0.9383918047,0.9383918047,[],classification,1661248668
70,"the attention of congress.The unsettled political condition of some of the SpanishAmerican Republics has never ceased to be regarded by thisgovernment with solicitude and regret o❑ their ownaccount, while it has been the source of continual embar-rassment in our public and private relations with them.In the midst of the violent revolutions, and thewars by which they are continually agitated, theirpublic authorities are unable to afford due protection toforeigners, and to foreign interests within their territories, oreven to defend their own soil against individual aggressors,foreign or domestic ; the burden of the inconveniences andlosses of which, therefore, devolves in no small",accept,accept,"{'date': -3584304000000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9705, 'title': 'The Northern Daily Times.', 'score': 0.8095239997}",1799977715,-950222454,POLITICAL,0.8095239997,0.8095239997,[],classification,1661248672
71,"a simple right of way across the territories itembraces, and this right he extends to the tradeand citizens of every other nation. Ho has notrecognised the Government of WALKER or hisfollowers, but the de facto Presidency of RIVAS, whos de jure the President of the Republic ofNicaraguaAfter many years of revolution andadshed, the ATan Gnment found twoparties claiming to be in tltin g f(itulation of thesions od to rec1 to 1;ua, and this, with scrcumstances, rendered his reption impossibleCivil Nreatened iof forPowers (s to open dirnatio relations witha country in which the lives and property of theircitizens werein imminent danger;",accept,accept,"{'date': -3584217600000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9161, 'title': 'The Northern Daily Times.', 'score': 0.8926917315}",-1299517553,852275706,POLITICAL,0.8926917315,0.8926917315,[],classification,1661248680
73,"the close oftheir deliberations.In succeeding numbers we shall endeavour togive our readers, from official sources, a correctview of the means at the disposal of Austria to en-dure the contest which seems impending. Let itbe borne in mind, that she is not embarking in theconflict, as she did during the French revolution,to resist aggressions upon her own dominions, butto aid it against the territories of a nominalpower. Her quarrel with Turkey is not a just one.The elements within her do not arm her for it ; andEuropean opinion is opposed to the policy she isadopting, Under such circumstances it is madnessin",accept,accept,"{'date': -3668889600000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9781000000000001, 'title': 'The Northern Daily Times.'}",-1100303077,1262436365,POLITICAL,,,,classification,1661248897
74,"risks ofdismemberment than at any time during her re-verses under Napoleon.Should war arise, Austria therefore will becomeas great a point of interest, both in a military anda political sense, as Turkey. She will indeed, irone respect, present superior features of interestfor she will have to contend at once with a revolutionary spirit throughout her heterogenous dominions, the fanatic resentment of the Turks andthe military power of France. Here are difficultiesenough to induce her to pause. Add to these thefact that she is bankrupt in 'purse and destitute o:credit, and some idea may be obtained of he]ability to carry on a",accept,accept,"{'date': -3668889600000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9803000000000001, 'title': 'The Northern Daily Times.'}",-645775054,14465183,POLITICAL,,,,classification,1661248907
75,"to him, witha look of scorn, ""do you think you can convert the manda-rins."" He replied "" I don's think I can, but I know Godcan."" Now look at the result of that man's labour, it pro-duced what was now called a rebellion ; but which will 'becalled a glorious revolution by and bye. He next alluded toMadagascar. which he called the most interesting field ofchristian missions ; 14 years ago the missionaries were castout from thence, leaving behind them 200 disciples, but now,in that island there were 800 professed sincere christians,Rev. JOSHUA. HARRISON, of London, in seconding themotion, spoke",accept,accept,"{'date': -3668889600000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9568000000000001, 'title': 'The Northern Daily Times.'}",177485826,2073524950,POLITICAL,,,,classification,1661249108
76,"with thehorrors of a European war gathering thickly aroundus, the state of affairs in China should attract less at-tention than the peculiarity of the subject may seemto merit, We suppose, nevertheless, that most ofour readers are aware that the Celestial Empire isprobably at the present moment in the throes of arevolution—a revolution remarkable as befalling anation where only what is old has been regardedas good—remarkable as to its outset and so muchof its progress as is known to us—but most remark-able from the fact, that Truth, or something atleast akin, to Truth is at length making its way inthe very",accept,accept,"{'date': -3668716800000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9526, 'title': 'The Northern Daily Times.'}",-1536357655,-186273297,POLITICAL,,,,classification,1661249119
78,"the Aberdeen Herald,have lately been convicted on excise prosecutions of sell-ing spirits, beer, or other exciseable articles, without alicense, and the lowest statutory fines—Ll2 lOs in eachcase—were imposed.M. Bakunine, whose pardon by the Emperor of Russiahas been announced by telegraph, is a Russian subject, whotook an active part in the revolutionary disturbances ofPrague, iu 1848, and who commandcd at the insurrectionat Dresden in 1849. For those offences he had been sent toSiberia. It is understood that he is indebted for his pardonto the interest used with the Empress Mother by GeneralmurAyieff, who ia ti Galin 9f Bakunine.",accept,accept,"{'date': -3583872000000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9701000000000001, 'title': 'The Northern Daily Times.', 'score': 0.8966788054}",1967529348,-260321110,POLITICAL,0.8966788054,0.8966788054,[],classification,1661249371
79,"Neapolitan kingdom, while theItalians, just as strangely, are allowed to get it intotheir beads that he is to bestow on them a Republi-can nationality. By an adroitness, which carriesinto diplomacy the whole art of legerdemain, hestands well with parties the most conflicting,making himself the stay of every project, con-servative or revolutionary, and the friend of everyprinciple, Socialist or Jesuitic. While the Imperialoppressor of Lombardy is his very good brotherand dearest ally, and the Pope the godfather ofhis son, all through Italy the popular mind ispersonating him as the saviour of her liberties, andthe restorer of her nationality. The "" jugglingfiend""",accept,accept,"{'date': -3583699200000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9782000000000001, 'title': 'The Northern Daily Times.', 'score': 0.8740882874}",-1944589950,887293388,POLITICAL,0.8740882874,0.8740882874,[],classification,1661249384
80,"to the Sardinian Government.o receive ou,they cannot hesitate to declare their opinion that theoccupation of the Papal territory by foreign troops con-stitutes an irregular state of things. which disturbs theequilbrium, and may endanger the peace of Europe; andthat, by indirectly affording sanction to misgovernment,it promotes discontent and a tendency to revolution amongthe people.Her Majesty's Government are aware that as this stateof things has now, unfortunately, for some years beenestablished, it may be possible that it could not suddenlybe brought to a close without some danger to public order,and the risk of producing events that all would deplore ;cl that theevacuation",accept,accept,"{'date': -3583526400000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.93, 'title': 'The Northern Daily Times.', 'score': 0.8732326627}",670650059,1010685484,POLITICAL,0.8732326627,0.8732326627,[],classification,1661249388
81,"Italy ; but it is true that the posi-°a of theleader and protector of the national movement--1i 04,1 Y movement that has any future open to it in Italyueen assigned to -Sardinia and, by accepting thisthatfor leadership, Sardinia has it in her power, and employs itItaly- Purpose, to suppress all revolutionary elements inby This course.moreover, has been imposed upon herthebearing of Austria towards her ; if she would not7b,lisYstria resign herself to be overawe the other d into submihandssionrl,e_ she had no alternative. CMev'e is good evidence that, as regards the fomenting ofrbit?!utionary movements, it was Austiia that was unre-th,r,L'ag",accept,accept,"{'date': -3582835200000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.8041, 'title': 'The Northern Daily Times.', 'score': 0.9164032936000001}",-1409025250,-946633401,POLITICAL,0.9164032936,0.9164032936,[],classification,1661249391
